ticker,name,as_of,fiscal_year,sector,roe,roe_3y_avg,opm,debt_ratio,is_financial,is_holding,per,pbr,ev_ebitda,fcf_yield,sector_per_median,sector_pbr_median,net_income_y1,net_income_y2,audit_opinion,verified,source,is_etf,is_spac,is_managed,is_halted,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200,dividend_yield,payout_ratio,buyback_3y,verified_sh,source_sh,is_held,sector_group,sector_source,governance_red,gate_pass,gate_fail_reason
007660,이수페타시스,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,47.45,10.5,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,76800.0,6298510990200.0,90483,6949094400.0,114575064580.0,161400.0,55300.0,-0.3173,84.71,,,,,,,False,electronics,krx_official,False,True,
036930,주성엔지니어링,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,235.85,14.25,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,134800.0,6967520037900.0,207610,27985828000.0,446134217320.0,250500.0,26300.0,3.3205,109.17,,,,,,,False,industrials,krx_official,False,True,
950160,코오롱티슈진,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,15420.0,1351875245600.0,1176770,18145793400.0,64032027382.75,138800.0,15000.0,-0.7922,102.54,,,,,,,False,healthcare,krx_official,False,True,
047040,대우건설,2026-07-28,2026,건설,10.0,10.0,,80.0,False,False,,2.38,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,13930.0,6237577944840.0,449199,6257342070.0,81805095819.5,37150.0,3360.0,1.7749,98.21,,,,,,,False,construction,krx_official,False,True,
003230,삼양식품,2026-07-28,2026,음식료·담배,10.0,10.0,,80.0,False,False,20.55,6.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1204000.0,9190278300000.0,3001,3613204000.0,59493100600.0,1630000.0,1022000.0,-0.0155,49.55,,,,,,,False,consumer_staples,krx_official,False,True,
064400,LG씨엔에스,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,17.59,2.64,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,64400.0,6491358516000.0,111820,7201208000.0,81201327580.0,143700.0,55400.0,-0.0774,73.81,,,,,,,False,it_services,krx_official,False,True,
000880,한화,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,26.01,0.8,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,89900.0,6613642802200.0,7958,715424200.0,16527232630.0,150900.0,76600.0,-0.2785,67.83,,,,,,,False,materials,krx_official,False,True,
240810,원익IPS,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,86.91,7.53,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,93300.0,5202893506000.0,172455,16090051500.0,294039602940.0,183300.0,27300.0,0.2473,110.57,,,,,,,False,industrials,krx_official,False,True,
005387,현대차2우B,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,189000.0,6852930280000.0,13628,2575692000.0,32185485385.3,323500.0,162000.0,-0.3516,52.46,,,,,,,False,auto,krx_official,False,True,
161390,한국타이어앤테크놀로지,2026-07-28,2026,타이어/화학,10.0,10.0,,80.0,False,False,6.9,0.62,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,68800.0,8646479816200.0,13335,917448000.0,28149278861.75,76700.0,38100.0,0.0504,51.64,,,,,,,False,materials,manual,False,True,
180640,한진칼,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,47.38,2.21,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,108500.0,7390584285300.0,6509,706226500.0,15406022240.0,173000.0,93900.0,-0.1679,68.37,,,,,,,False,financial,krx_official,False,True,
001440,대한전선,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,76.6,4.03,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,26200.0,5585788986000.0,214379,5616729800.0,76443353647.5,72300.0,14840.0,-0.0626,81.75,,,,,,,False,electronics,krx_official,False,True,
353200,대덕전자,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,151.95,8.06,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,97400.0,5406211595000.0,123457,12024711800.0,146732003152.5,190900.0,19530.0,0.9697,92.03,,,,,,,False,electronics,krx_official,False,True,
000990,DB하이텍,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,24.04,3.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,88900.0,4293902835600.0,42009,3734600100.0,71047011860.0,220500.0,43000.0,0.0496,82.16,,,,,,,False,electronics,krx_official,False,True,
062040,산일전기,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,45.3,11.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,153000.0,5094477440000.0,19494,2982582000.0,55561195977.5,333500.0,92700.0,0.0401,82.2,,,,,,,False,electronics,krx_official,False,True,
058470,리노공업,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,42.41,8.81,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,64800.0,5319587130000.0,54731,3546568800.0,77159174262.5,127000.0,44400.0,0.0047,67.77,,,,,,,False,electronics,krx_official,False,True,
028300,HLB,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,,15.04,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,30250.0,4189084113350.0,100684,3045691000.0,46429749056.25,68200.0,25650.0,-0.4194,79.77,,,,,,,False,healthcare,krx_official,False,True,
004170,신세계,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,422.64,1.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,494500.0,4883158577000.0,2760,1364820000.0,50955801162.5,776000.0,161200.0,0.7504,62.17,,,,,,,False,distribution,krx_official,False,True,
326030,SK바이오팜,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,24.11,7.92,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,80400.0,6413855175000.0,7307,587482800.0,10164810605.0,140700.0,74600.0,-0.3255,48.59,,,,,,,False,services,krx_official,False,True,
034220,LG디스플레이,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,26.89,0.92,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,9245.0,4830000000000.0,552469,5107575905.0,46765322704.75,16690.0,9110.0,-0.2586,66.4,,,,,,,False,electronics,krx_official,False,True,
009830,한화솔루션,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,,0.68,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,24500.0,4503584443200.0,461568,11308416000.0,88058274751.25,55179.0,24500.0,-0.0756,86.12,,,,,,,False,materials,krx_official,False,True,
032640,LG유플러스,2026-07-28,2026,통신,10.0,10.0,,80.0,False,False,11.63,0.68,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,14670.0,6243331937720.0,37770,554085900.0,13934612803.5,17810.0,13900.0,-0.0493,35.16,,,,,,,False,telecom,krx_official,False,True,
078930,GS,2026-07-28,2026,지주/에너지,10.0,10.0,,80.0,False,False,7.71,0.42,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,89600.0,8509227342000.0,24140,2162944000.0,39640518480.0,95300.0,43650.0,0.4737,49.3,,,,,,,False,holding_company,manual,False,True,
454910,두산로보틱스,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,,16.51,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,62100.0,4291082676000.0,66077,4103381700.0,44934255792.5,166700.0,58500.0,-0.4742,81.23,,,,,,,False,industrials,krx_official,False,True,
241560,두산밥캣,2026-07-28,2026,기계/산업재,10.0,10.0,,80.0,False,False,14.9,0.83,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,62500.0,6153959373000.0,9123,570187500.0,12809926602.5,76700.0,52300.0,0.0263,50.16,,,,,,,False,industrial,manual,False,True,
267270,HD건설기계,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,21.39,1.17,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,129300.0,6450287336200.0,23704,3064927200.0,35143174072.4,198100.0,73200.0,0.1166,69.78,,,,,,,False,industrials,krx_official,False,True,
039030,이오테크닉스,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,98.1,8.24,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,283500.0,3806740950000.0,8595,2436682500.0,69350660325.0,612000.0,194500.0,-0.0207,88.77,,,,,,,False,industrials,krx_official,False,True,
090430,아모레퍼시픽,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,28.16,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,122200.0,7223855736500.0,8626,1054097200.0,43781817127.5,165100.0,96200.0,0.0074,47.11,,,,,,,False,materials,krx_official,False,True,
000500,가온전선,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,106.69,11.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,161600.0,5437391038200.0,32794,5299510400.0,59230471332.5,313406.0,29840.0,2.144,118.69,,,,,,,False,electronics,krx_official,False,True,
000100,유한양행,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,26.86,2.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,71100.0,5734627272000.0,20092,1428541200.0,20068842152.5,135800.0,66400.0,-0.338,43.83,,,,,,,False,healthcare,krx_official,False,True,
011790,SKC,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,,4.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,74600.0,4042261287000.0,43957,3279192200.0,23208677000.0,174100.0,74600.0,-0.2907,78.6,,,,,,,False,materials,krx_official,False,True,
377300,카카오페이,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,115.97,2.76,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,43275.0,6053338093750.0,32667,1413664425.0,9157782583.85,70900.0,37450.0,-0.1956,69.15,,,,,,,False,financial,krx_official,False,True,
029780,삼성카드,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,7.69,0.56,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,48800.0,5816116328200.0,5662,276305600.0,4646753662.5,67400.0,45200.0,-0.0896,30.67,,,,,,,False,financial,krx_official,False,True,
298380,에이비엘바이오,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,,32.81,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,69800.0,4064689813800.0,21733,1516963400.0,33732599232.5,245500.0,69300.0,-0.6527,92.46,,,,,,,False,healthcare,krx_official,False,True,
138930,BNK금융지주,2026-07-28,2026,은행/금융지주,10.0,10.0,,80.0,False,False,6.66,0.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,17930.0,5623125837960.0,30853,553194290.0,16880210293.25,22650.0,13810.0,0.1681,34.91,,,,,,,False,financial,manual,False,True,
036570,NC,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,13.51,1.39,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,227500.0,5008985115000.0,4513,1026707500.0,21251019825.0,338000.0,187000.0,-0.0278,55.41,,,,,,,False,it_services,krx_official,False,True,
000250,삼천당제약,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,988.94,18.83,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,141000.0,3504546316800.0,32160,4534560000.0,44898545677.5,1184000.0,141000.0,-0.4873,111.39,,,,,,,False,healthcare,krx_official,False,True,
005385,현대차우,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,189100.0,4577162256000.0,6835,1292498500.0,20606329910.0,321500.0,158900.0,-0.3342,52.07,,,,,,,False,auto,krx_official,False,True,
141080,리가켐바이오,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,,9.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,93200.0,3613095196800.0,16856,1570979200.0,57450768085.0,213500.0,93200.0,-0.4409,77.06,,,,,,,False,services,krx_official,False,True,
088980,맥쿼리인프라,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,10050.0,4851479789090.0,69835,701841750.0,15516498706.75,11830.0,9940.0,-0.12,11.61,,,,,,,False,financial,krx_official,False,True,
128940,한미약품,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,28.19,3.83,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,383500.0,5002691985500.0,4759,1825076500.0,41777216462.5,626000.0,270000.0,-0.1382,67.95,,,,,,,False,healthcare,krx_official,False,True,
319660,피에스케이,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,58.89,8.58,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,131700.0,4229140244000.0,54671,7200170700.0,120961213245.0,211500.0,19410.0,2.2884,96.13,,,,,,,False,industrials,krx_official,False,True,
023530,롯데쇼핑,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,95.94,0.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,125600.0,3654907146000.0,4294,539326400.0,23101235392.5,203500.0,64100.0,0.6636,54.94,,,,,,,False,distribution,krx_official,False,True,
440110,파두,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,229.67,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,58500.0,3251582612300.0,294876,17250246000.0,49252425875.0,128300.0,11230.0,1.7529,99.51,,,,,,,False,electronics,krx_official,False,True,
222800,심텍,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,7.82,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,81200.0,3457920831300.0,57850,4697420000.0,89352883487.5,157300.0,21650.0,0.6487,100.36,,,,,,,False,electronics,krx_official,False,True,
175330,JB금융지주,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,6.85,0.78,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,28900.0,5362502440000.0,33022,954335800.0,14787284216.25,37500.0,21750.0,0.2246,44.47,,,,,,,False,financial,krx_official,False,True,
001040,CJ,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,37.23,1.02,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,129900.0,3906800032200.0,3501,454779900.0,16457646487.5,232000.0,128700.0,-0.3145,55.96,,,,,,,False,financial,krx_official,False,True,
066970,엘앤에프,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,6.45,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,74700.0,3315685690000.0,31595,2360146500.0,32086375437.5,213000.0,53300.0,-0.3482,88.39,,,,,,,False,electronics,krx_official,False,True,
087010,펩트론,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,,30.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,122900.0,3005606415000.0,24525,3014122500.0,44994910457.5,386000.0,103600.0,-0.5004,96.47,,,,,,,False,healthcare,krx_official,False,True,
403870,HPSP,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,58.82,13.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,34050.0,3086250000000.0,420556,14319931800.0,181736053712.5,83500.0,24500.0,0.0074,90.22,,,,,,,False,industrials,krx_official,False,True,
082740,한화엔진,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,25.83,8.03,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,45150.0,3963739245000.0,51207,2311996050.0,39337521576.25,89500.0,27000.0,-0.1746,75.62,,,,,,,False,industrials,krx_official,False,True,
347850,디앤디파마텍,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,,52.63,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,55700.0,2704418931000.0,113992,6349354400.0,114163869047.5,111200.0,30030.0,-0.379,107.26,,,,,,,False,services,krx_official,False,True,
088350,한화생명,2026-07-28,2026,생명보험,10.0,10.0,,80.0,False,False,6.93,0.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,4425.0,3956154150000.0,264876,1172076300.0,11655275249.8,6600.0,2940.0,0.3871,65.26,,,,,,,False,insurance,manual,False,True,
080220,제주반도체,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,94.46,16.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,65600.0,2548769642000.0,322832,21177779200.0,161479146310.0,134000.0,13700.0,1.2013,101.04,,,,,,,False,electronics,krx_official,False,True,
095340,ISC,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,69.41,7.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,127700.0,2903996946000.0,9305,1188248500.0,49818146082.5,271000.0,55500.0,0.286,85.61,,,,,,,False,distribution,krx_official,False,True,
052690,한전기술,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,46.79,6.39,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,93800.0,3711162000000.0,8992,843449600.0,12779357232.8,194800.0,83800.0,-0.3518,74.72,,,,,,,False,services,krx_official,False,True,
018880,한온시스템,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,,1.08,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,3385.0,3689413874440.0,473653,1603315405.0,18448076268.05,5730.0,2800.0,0.048,76.22,,,,,,,False,industrials,krx_official,False,True,
069960,현대백화점,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,20.02,0.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,132900.0,2956549435200.0,5341,709818900.0,27350437888.2,207000.0,69000.0,0.4229,59.36,,,,,,,False,distribution,krx_official,False,True,
010060,OCI홀딩스,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,,1.03,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,186000.0,3846067792000.0,44708,8315688000.0,58614217340.0,388000.0,84800.0,0.6146,104.3,,,,,,,False,financial,krx_official,False,True,
084370,유진테크,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,84.99,7.97,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,103200.0,2573471516600.0,11806,1218379200.0,44366730072.5,206500.0,41650.0,0.2997,94.94,,,,,,,False,industrials,krx_official,False,True,
004020,현대제철,2026-07-28,2026,금속,10.0,10.0,,80.0,False,False,,0.2,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,26600.0,3703120533750.0,26887,715194200.0,14631475078.75,46500.0,25250.0,-0.1596,60.07,,,,,,,False,materials_metal,krx_official,False,True,
336260,두산퓨얼셀,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,12.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,26950.0,1964811780000.0,245211,6608436450.0,23753191892.5,101500.0,22000.0,-0.2908,100.24,,,,,,,False,electronics,krx_official,False,True,
108490,로보티즈,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,661.04,11.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,190500.0,2946866628000.0,16522,3147441000.0,38605232857.5,405000.0,73913.0,-0.2715,105.39,,,,,,,False,industrials,krx_official,False,True,
178320,서진시스템,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,4.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,36550.0,2533299332600.0,78885,2883246750.0,53347122976.25,80800.0,18650.0,0.2802,82.05,,,,,,,False,electronics,krx_official,False,True,
214370,케어젠,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,169.1,15.98,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,57400.0,3206785500000.0,3687,211633800.0,5482753297.5,150100.0,45950.0,-0.2526,91.7,,,,,,,False,healthcare,krx_official,False,True,
103590,일진전기,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,33.78,5.96,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,58000.0,2980336875000.0,18599,1078742000.0,22135001200.0,144100.0,33900.0,-0.075,74.02,,,,,,,False,electronics,krx_official,False,True,
310210,보로노이,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,,32.74,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,119700.0,2319197479100.0,4632,554450400.0,12920984780.0,363500.0,108500.0,-0.3798,82.88,,,,,,,False,services,krx_official,False,True,
067310,하나마이크론,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,77.94,8.27,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,31850.0,2340478588800.0,212243,6759939550.0,73242977783.75,56800.0,10650.0,0.225,86.08,,,,,,,False,electronics,krx_official,False,True,
022100,포스코DX,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,63.99,5.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,18790.0,2970758604660.0,32034,601918860.0,8276910171.5,42850.0,17510.0,-0.5494,75.3,,,,,,,False,services,krx_official,False,True,
450080,에코프로머티,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,135.8,3.1,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,33200.0,2471404063000.0,37604,1248452800.0,15745297868.45,86400.0,33200.0,-0.4602,77.72,,,,,,,False,electronics,krx_official,False,True,
012510,더존비즈온,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,38.66,5.68,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,120000.0,3494865960000.0,0,0.0,631674795.0,120300.0,64200.0,0.3043,44.11,,,,,,,False,it_services,manual,False,False,low_liquidity
095610,테스,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,48.61,7.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,124900.0,2751056000000.0,73226,9145927400.0,114082480377.5,217500.0,23900.0,1.5673,99.4,,,,,,,False,industrials,krx_official,False,True,
051900,LG생활건강,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,,0.69,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,258000.0,3833733888000.0,5101,1316058000.0,12414193450.0,331500.0,215000.0,-0.0444,36.41,,,,,,,False,materials,krx_official,False,True,
004800,효성,2026-07-28,2026,지주/복합기업,10.0,10.0,,80.0,False,False,9.0,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,143600.0,2546215904700.0,1348,193572800.0,4450252572.5,276000.0,76800.0,-0.0991,77.04,,,,,,,False,holding_company,manual,False,True,
111770,영원무역,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,7.54,0.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,85800.0,3846235422400.0,2638,226340400.0,6681766902.5,98000.0,55600.0,0.0337,49.93,,,,,,,False,,,False,True,
214450,파마리서치,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,20.83,5.55,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,364500.0,3844169760000.0,8112,2956824000.0,66897595462.5,711000.0,259000.0,-0.1413,68.47,,,,,,,False,,,False,True,
001450,현대해상,2026-07-28,2026,손해보험,10.0,10.0,,80.0,False,False,2.84,0.56,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,38800.0,3388617937500.0,26631,1033282800.0,16150665091.6,41250.0,25750.0,0.3982,45.34,,,,,,,False,,,False,True,
035250,강원랜드,2026-07-28,2026,오락·문화,10.0,10.0,,80.0,False,False,9.12,0.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,14430.0,3099997845000.0,15169,218888670.0,6178160515.8,20100.0,14110.0,-0.1957,22.58,,,,,,,False,,,False,True,
011780,금호석유화학,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,10.58,0.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,117800.0,3056614987500.0,2065,243257000.0,8934372987.5,153400.0,103600.0,-0.1728,50.77,,,,,,,False,,,False,True,
036460,한국가스공사,2026-07-28,2026,전기·가스,10.0,10.0,,80.0,False,False,21.87,0.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,34700.0,3240186300000.0,10668,370179600.0,5096439537.5,45750.0,31700.0,-0.1495,30.91,,,,,,,False,,,False,True,
031210,서울보증보험,2026-07-28,2026,보험,10.0,10.0,,80.0,False,False,10.94,0.57,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,42450.0,2998837634100.0,1514,64269300.0,1420356728.75,62000.0,40050.0,-0.1274,36.68,,,,,,,False,,,False,True,
383220,F&F,2026-07-28,2026,섬유·의류,10.0,10.0,,80.0,False,False,7.2,1.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,77500.0,2980290435000.0,1932,149730000.0,4977679312.5,86100.0,59500.0,0.1905,44.48,,,,,,,False,,,False,True,
251270,넷마블,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,13.0,0.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,37150.0,3060256226850.0,7302,271269300.0,6086415691.25,68000.0,34900.0,-0.2716,44.9,,,,,,,False,,,False,True,
145020,휴젤,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,18.18,2.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,241500.0,2989880019000.0,2843,686584500.0,12807188412.5,360000.0,214000.0,0.0168,56.08,,,,,,,False,,,False,True,
139130,iM금융지주,2026-07-28,2026,은행/금융지주,10.0,10.0,,80.0,False,False,7.24,0.47,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,17710.0,2864794050720.0,32053,567658630.0,9701684207.0,21650.0,13220.0,0.2489,37.87,,,,,,,False,,,False,True,
214150,클래시스,2026-07-28,2026,의료·정밀기기,10.0,10.0,,80.0,False,False,21.72,5.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,44800.0,2961698918600.0,10634,476403200.0,11245730675.0,75600.0,42000.0,-0.2381,55.97,,,,,,,False,,,False,True,
131290,티에스이,2026-07-28,2026,의료·정밀기기,10.0,10.0,,80.0,False,False,73.03,7.28,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,183700.0,2311838661000.0,20989,3855679300.0,35389922265.0,284500.0,36400.0,1.7624,86.33,,,,,,,False,,,False,True,
097950,CJ제일제당,2026-07-28,2026,음식료·담배,10.0,10.0,,80.0,False,False,,0.42,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,193000.0,2929544595600.0,2325,448725000.0,10086554187.5,254500.0,177500.0,-0.0939,30.69,,,,,,,False,,,False,True,
012750,에스원,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,13.61,1.38,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,73100.0,2785339747400.0,5233,382532300.0,4840831821.8,94100.0,68200.0,-0.0782,45.22,,,,,,,False,,,False,True,
302440,SK바이오사이언스,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,,1.51,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,34350.0,2734210872050.0,5188,178207800.0,3401428766.25,60100.0,32750.0,-0.313,44.25,,,,,,,False,,,False,True,
483650,달바글로벌,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,32.3,13.29,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,253500.0,3242170942500.0,15669,3972091500.0,34519960582.5,260000.0,121200.0,0.7727,65.71,,,,,,,False,,,False,True,
028670,팬오션,2026-07-28,2026,해운,10.0,10.0,,80.0,False,False,8.88,0.47,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,5100.0,2801144242880.0,64189,327363900.0,9262691518.8,6200.0,3550.0,0.1422,49.61,,,,,,,False,,,False,True,
031980,피에스케이홀딩스,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,29.35,5.31,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,101400.0,2404207042500.0,15792,1601308800.0,37135756387.5,166500.0,30600.0,0.7128,95.85,,,,,,,False,,,False,True,
